"EVENT","CATEGORY","LEVEL","COUNT","COUNT %","USERS","EVENTS PER USER","ENGAGEMENT","TOTAL ACTIVE"
"levelStarted","SAVE_CIVILIAN","14","9","0.0006","9","1","0.0124","723"
"levelStarted","TRICKY","51","9","0.0006","9","1","0.0124","723"
"levelStarted","TETRIS_BRIDGE","3","9","0.0006","9","1","0.0124","723"
"levelStarted","CAR_PARK","22","9","0.0006","9","1","0.0124","723"
"levelStarted","TRICKY","168","9","0.0006","9","1","0.0124","723"
"levelStarted","DRAW_TO_SAVE","96","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_BULLET","126","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_BULLET","245","9","0.0006","9","1","0.0124","723"
"levelStarted","SEQUENCE_PUZZLE","1","9","0.0006","9","1","0.0124","723"
"levelStarted","MEMORIZE_PATH","10","9","0.0006","9","1","0.0124","723"
"levelStarted","FLASHBACK","60","9","0.0006","9","1","0.0124","723"
"levelStarted","TRICKY","176","9","0.0006","9","1","0.0124","723"
"levelStarted","FLASHBACK","47","9","0.0006","9","1","0.0124","723"
"levelStarted","DRAW_TO_SAVE","86","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_BULLET","222","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_BULLET","115","9","0.0006","9","1","0.0124","723"
"levelStarted","TRICKY","173","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_BULLET","261","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_BULLET","133","9","0.0006","9","1","0.0124","723"
"levelStarted","DRAW_TO_SAVE","97","9","0.0006","9","1","0.0124","723"
"levelStarted","TRICKY","177","9","0.0006","9","1","0.0124","723"
"levelStarted","FLASHBACK","45","9","0.0006","9","1","0.0124","723"
"levelStarted","FLASHBACK","44","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_BULLET","129","9","0.0006","9","1","0.0124","723"
"levelStarted","FLASHBACK","64","9","0.0006","9","1","0.0124","723"
"levelStarted","CAR_PARK","26","9","0.0006","9","1","0.0124","723"
"levelStarted","FLASHBACK","35","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_BULLET","259","9","0.0006","9","1","0.0124","723"
"levelStarted","MEMORIZE_PATH","8","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_FIGHTER","4","9","0.0006","9","1","0.0124","723"
"levelStarted","CAR_PARK","23","9","0.0006","9","1","0.0124","723"
"levelStarted","MEMORIZE_PATH","6","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_BULLET","116","9","0.0006","9","1","0.0124","723"
"levelStarted","TETRIS_BRIDGE","1","9","0.0006","9","1","0.0124","723"
"levelStarted","CAR_PARK","44","9","0.0006","9","1","0.0124","723"
"levelStarted","TRICKY","149","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_BULLET","260","9","0.0006","9","1","0.0124","723"
"levelStarted","TRICKY","172","9","0.0006","9","1","0.0124","723"
"levelStarted","FLASHBACK","43","9","0.0006","9","1","0.0124","723"
"levelStarted","TRICKY","169","9","0.0006","9","1","0.0124","723"
"levelStarted","DRAW_TO_SAVE","102","9","0.0006","9","1","0.0124","723"
"levelStarted","DRAW_TO_SAVE","85","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_BULLET","114","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_BULLET","258","9","0.0006","9","1","0.0124","723"
"levelStarted","CAR_PARK","24","9","0.0006","9","1","0.0124","723"
"levelStarted","DETECTIVE_CASES","8","9","0.0006","9","1","0.0124","723"
"levelStarted","TRICKY","150","9","0.0006","9","1","0.0124","723"
"levelStarted","TRICKY","44","9","0.0006","9","1","0.0124","723"
"levelStarted","TRICKY","153","9","0.0006","9","1","0.0124","723"
"levelStarted","TRICKY","162","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_BULLET","127","9","0.0006","9","1","0.0124","723"
"levelStarted","TRICKY","159","9","0.0006","9","1","0.0124","723"
"levelStarted","TRICKY","161","9","0.0006","9","1","0.0124","723"
"levelStarted","INTEROGATION","10","9","0.0006","9","1","0.0124","723"
"levelStarted","DRAW_TO_SAVE","101","9","0.0006","9","1","0.0124","723"
"levelStarted","DRAW_TO_SAVE","103","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_BULLET","221","9","0.0006","9","1","0.0124","723"
"levelStarted","FLASHBACK","41","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_BULLET","197","9","0.0006","9","1","0.0124","723"
"levelStarted","TRICKY","144","9","0.0006","9","1","0.0124","723"
"levelStarted","MR_BULLET","220","9","0.0006","9","1","0.0124","723"
"levelStarted","TRICKY","175","9","0.0006","9","1","0.0124","723"
"levelStarted","FLASHBACK","61","9","0.0006","9","1","0.0124","723"
"levelStarted","CAR_PARK","31","8","0.0005","8","1","0.0111","723"
"levelStarted","INTEROGATION","9","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","223","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","228","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","219","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","193","8","0.0005","8","1","0.0111","723"
"levelStarted","CAR_PARK","35","8","0.0005","8","1","0.0111","723"
"levelStarted","SAVE_CIVILIAN","10","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","131","8","0.0005","8","1","0.0111","723"
"levelStarted","TRICKY","164","8","0.0005","8","1","0.0111","723"
"levelStarted","FLASHBACK","62","8","0.0005","8","1","0.0111","723"
"levelStarted","DRAW_TO_SAVE","99","8","0.0005","8","1","0.0111","723"
"levelStarted","CAR_PARK","28","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","308","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","224","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","194","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","123","8","0.0005","8","1","0.0111","723"
"levelStarted","TRICKY","189","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","203","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","143","8","0.0005","8","1","0.0111","723"
"levelStarted","FLASHBACK","48","8","0.0005","8","1","0.0111","723"
"levelStarted","CAR_PARK","25","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","233","8","0.0005","8","1","0.0111","723"
"levelStarted","CAR_PARK","29","8","0.0005","8","1","0.0111","723"
"levelStarted","INTEROGATION","11","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","160","8","0.0005","8","1","0.0111","723"
"levelStarted","CAR_PARK","34","8","0.0005","8","1","0.0111","723"
"levelStarted","TRICKY","188","8","0.0005","8","1","0.0111","723"
"levelStarted","TRICKY","170","8","0.0005","8","1","0.0111","723"
"levelStarted","TRICKY","165","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","240","8","0.0005","8","1","0.0111","723"
"levelStarted","MATHS_CATCH_THIEFS","1","8","0.0005","8","1","0.0111","723"
"levelStarted","TETRIS_BRIDGE","2","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","263","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","125","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_FIGHTER","9","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","190","8","0.0005","8","1","0.0111","723"
"levelStarted","TRICKY","155","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","231","8","0.0005","8","1","0.0111","723"
"levelStarted","TRICKY","157","8","0.0005","8","1","0.0111","723"
"levelStarted","TRICKY","163","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","135","8","0.0005","8","1","0.0111","723"
"levelStarted","MEMORIZE_PATH","11","8","0.0005","8","1","0.0111","723"
"levelStarted","TRICKY","174","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","162","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","154","8","0.0005","8","1","0.0111","723"
"levelStarted","CAR_PARK","27","8","0.0005","8","1","0.0111","723"
"levelStarted","CAR_PARK","32","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","191","8","0.0005","8","1","0.0111","723"
"levelStarted","FLASHBACK","34","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","189","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","165","8","0.0005","8","1","0.0111","723"
"levelStarted","MEMORIZE_PATH","9","8","0.0005","8","1","0.0111","723"
"levelStarted","TRICKY","160","8","0.0005","8","1","0.0111","723"
"levelStarted","TETRIS_BRIDGE","4","8","0.0005","8","1","0.0111","723"
"levelStarted","TRICKY","187","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","157","8","0.0005","8","1","0.0111","723"
"levelStarted","REMEMBER_FACE","19","8","0.0005","8","1","0.0111","723"
"levelStarted","FLASHBACK","63","8","0.0005","8","1","0.0111","723"
"levelStarted","CAR_PARK","30","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","241","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","199","8","0.0005","8","1","0.0111","723"
"levelStarted","CAR_PARK","40","8","0.0005","8","1","0.0111","723"
"levelStarted","TRICKY","158","8","0.0005","8","1","0.0111","723"
"levelStarted","DRAW_TO_SAVE","100","8","0.0005","8","1","0.0111","723"
"levelStarted","DRAW_TO_SAVE","98","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","192","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","264","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","198","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","130","8","0.0005","8","1","0.0111","723"
"levelStarted","SAVE_CIVILIAN","9","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","204","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","124","8","0.0005","8","1","0.0111","723"
"levelStarted","MEMORIZE_PATH","22","8","0.0005","8","1","0.0111","723"
"levelStarted","SEQUENCE_PUZZLE","5","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","230","8","0.0005","8","1","0.0111","723"
"levelStarted","INTEROGATION","24","8","0.0005","8","1","0.0111","723"
"levelStarted","MEMORIZE_PATH","13","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","244","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","156","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","132","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","236","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","238","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","237","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","239","8","0.0005","8","1","0.0111","723"
"levelStarted","TRICKY","154","8","0.0005","8","1","0.0111","723"
"levelStarted","TRICKY","156","8","0.0005","8","1","0.0111","723"
"levelStarted","MR_BULLET","242","7","0.0005","7","1","0.0097","723"
"levelStarted","TRICKY","193","7","0.0005","7","1","0.0097","723"
"levelStarted","DRAW_TO_SAVE","124","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","181","7","0.0005","7","1","0.0097","723"
"levelStarted","TRICKY","194","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","307","7","0.0005","7","1","0.0097","723"
"levelStarted","DRAW_TO_SAVE","105","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","159","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","186","7","0.0005","7","1","0.0097","723"
"levelStarted","TRICKY","195","7","0.0005","7","1","0.0097","723"
"levelStarted","SAVE_CIVILIAN","15","7","0.0005","7","1","0.0097","723"
"levelStarted","SEQUENCE_PUZZLE","2","7","0.0005","7","1","0.0097","723"
"levelStarted","SEQUENCE_PUZZLE","4","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","136","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","201","7","0.0005","7","1","0.0097","723"
"levelStarted","MEMORIZE_PATH","28","7","0.0005","7","1","0.0097","723"
"levelStarted","TRICKY","191","7","0.0005","7","1","0.0097","723"
"levelStarted","TRICKY","206","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_FIGHTER","10","7","0.0005","7","1","0.0097","723"
"levelStarted","INTEROGATION","20","7","0.0005","7","1","0.0097","723"
"levelStarted","INTEROGATION","26","7","0.0005","7","1","0.0097","723"
"levelStarted","MEMORIZE_PATH","21","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","164","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","182","7","0.0005","7","1","0.0097","723"
"levelStarted","TRICKY","196","7","0.0005","7","1","0.0097","723"
"levelStarted","DRAW_TO_SAVE","123","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","356","7","0.0005","7","1","0.0097","723"
"levelStarted","CAR_PARK","33","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","183","7","0.0005","7","1","0.0097","723"
"levelStarted","FLASHBACK","53","7","0.0005","7","1","0.0097","723"
"levelStarted","MEMORIZE_PATH","27","7","0.0005","7","1","0.0097","723"
"levelStarted","TRICKY","143","7","0.0005","7","1","0.0097","723"
"levelStarted","MEMORIZE_PATH","18","7","0.0005","7","1","0.0097","723"
"levelStarted","MEMORIZE_PATH","32","7","0.0005","7","1","0.0097","723"
"levelStarted","REMEMBER_FACE","20","7","0.0005","7","1","0.0097","723"
"levelStarted","DETECTIVE_CASES","2","7","0.0005","7","1","0.0097","723"
"levelStarted","MEMORIZE_PATH","29","7","0.0005","7","1","0.0097","723"
"levelStarted","INTEROGATION","14","7","0.0005","7","1","0.0097","723"
"levelStarted","MEMORIZE_PATH","30","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","235","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","234","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","140","7","0.0005","7","1","0.0097","723"
"levelStarted","CAR_PARK","41","7","0.0005","7","1","0.0097","723"
"levelStarted","DRAW_TO_SAVE","125","7","0.0005","7","1","0.0097","723"
"levelStarted","CAR_PARK","38","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","226","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","200","7","0.0005","7","1","0.0097","723"
"levelStarted","TRICKY","146","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","357","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","266","7","0.0005","7","1","0.0097","723"
"levelStarted","MEMORIZE_PATH","24","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","232","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","243","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","304","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","134","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","155","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","188","7","0.0005","7","1","0.0097","723"
"levelStarted","MATHS_CATCH_THIEFS","2","7","0.0005","7","1","0.0097","723"
"levelStarted","INTEROGATION","13","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","267","7","0.0005","7","1","0.0097","723"
"levelStarted","MEMORIZE_PATH","19","7","0.0005","7","1","0.0097","723"
"levelStarted","CAR_PARK","39","7","0.0005","7","1","0.0097","723"
"levelStarted","TRICKY","190","7","0.0005","7","1","0.0097","723"
"levelStarted","DRAW_TO_SAVE","111","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","144","7","0.0005","7","1","0.0097","723"
"levelStarted","CAR_PARK","42","7","0.0005","7","1","0.0097","723"
"levelStarted","MEMORIZE_PATH","23","7","0.0005","7","1","0.0097","723"
"levelStarted","FLASHBACK","56","7","0.0005","7","1","0.0097","723"
"levelStarted","MEMORIZE_PATH","20","7","0.0005","7","1","0.0097","723"
"levelStarted","DRAW_TO_SAVE","126","7","0.0005","7","1","0.0097","723"
"levelStarted","CAR_PARK","36","7","0.0005","7","1","0.0097","723"
"levelStarted","SEQUENCE_PUZZLE","3","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","217","7","0.0005","7","1","0.0097","723"
"levelStarted","TRICKY","171","7","0.0005","7","1","0.0097","723"
"levelStarted","SAVE_CIVILIAN","18","7","0.0005","7","1","0.0097","723"
"levelStarted","FLASHBACK","59","7","0.0005","7","1","0.0097","723"
"levelStarted","FLASHBACK","50","7","0.0005","7","1","0.0097","723"
"levelStarted","FLASHBACK","58","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","305","7","0.0005","7","1","0.0097","723"
"levelStarted","INTEROGATION","19","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","107","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","229","7","0.0005","7","1","0.0097","723"
"levelStarted","FLASHBACK","57","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","161","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","265","7","0.0005","7","1","0.0097","723"
"levelStarted","SAVE_CIVILIAN","16","7","0.0005","7","1","0.0097","723"
"levelStarted","CUT_TO_SAVE","29","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","227","7","0.0005","7","1","0.0097","723"
"levelStarted","MEMORIZE_PATH","36","7","0.0005","7","1","0.0097","723"
"levelStarted","TETRIS_BRIDGE","15","7","0.0005","7","1","0.0097","723"
"levelStarted","TRICKY","192","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","306","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","137","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","138","7","0.0005","7","1","0.0097","723"
"levelStarted","SAVE_CIVILIAN","12","7","0.0005","7","1","0.0097","723"
"levelStarted","INTEROGATION","15","7","0.0005","7","1","0.0097","723"
"levelStarted","TRICKY","152","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","225","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","262","7","0.0005","7","1","0.0097","723"
"levelStarted","INTEROGATION","21","7","0.0005","7","1","0.0097","723"
"levelStarted","MR_BULLET","139","7","0.0005","7","1","0.0097","723"
"levelStarted","INTEROGATION","23","7","0.0005","7","1","0.0097","723"
"levelStarted","MEMORIZE_PATH","25","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","180","6","0.0004","6","1","0.0083","723"
"levelStarted","CAR_PARK","37","6","0.0004","6","1","0.0083","723"
"levelStarted","DRAW_TO_SAVE","104","6","0.0004","6","1","0.0083","723"
"levelStarted","TRICKY","199","6","0.0004","6","1","0.0083","723"
"levelStarted","TRICKY","197","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","286","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","276","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","274","6","0.0004","6","1","0.0083","723"
"levelStarted","SAVE_CIVILIAN","20","6","0.0004","6","1","0.0083","723"
"levelStarted","MEMORIZE_PATH","17","6","0.0004","6","1","0.0083","723"
"levelStarted","SAVE_CIVILIAN","19","6","0.0004","6","1","0.0083","723"
"levelStarted","TRICKY","180","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","288","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","173","6","0.0004","6","1","0.0083","723"
"levelStarted","DRAW_TO_SAVE","128","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","207","6","0.0004","6","1","0.0083","723"
"levelStarted","FLASHBACK","49","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","310","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","269","6","0.0004","6","1","0.0083","723"
"levelStarted","TETRIS_BRIDGE","17","6","0.0004","6","1","0.0083","723"
"levelStarted","FLASHBACK","54","6","0.0004","6","1","0.0083","723"
"levelStarted","MEMORIZE_PATH","26","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","208","6","0.0004","6","1","0.0083","723"
"levelStarted","TRICKY","145","6","0.0004","6","1","0.0083","723"
"levelStarted","MATHS_CATCH_THIEFS","27","6","0.0004","6","1","0.0083","723"
"levelStarted","FLASHBACK","52","6","0.0004","6","1","0.0083","723"
"levelStarted","DRAW_TO_SAVE","146","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","275","6","0.0004","6","1","0.0083","723"
"levelStarted","DRAW_TO_SAVE","127","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","302","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","202","6","0.0004","6","1","0.0083","723"
"levelStarted","CAR_PARK","43","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","347","6","0.0004","6","1","0.0083","723"
"levelStarted","DRAW_TO_SAVE","199","6","0.0004","6","1","0.0083","723"
"levelStarted","CUT_TO_SAVE","28","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","282","6","0.0004","6","1","0.0083","723"
"levelStarted","DRAW_TO_SAVE","187","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","309","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","351","6","0.0004","6","1","0.0083","723"
"levelStarted","DRAW_TO_SAVE","115","6","0.0004","6","1","0.0083","723"
"levelStarted","DRAW_TO_SAVE","112","6","0.0004","6","1","0.0083","723"
"levelStarted","SAVE_CIVILIAN","13","6","0.0004","6","1","0.0083","723"
"levelStarted","MATHS_CATCH_THIEFS","30","6","0.0004","6","1","0.0083","723"
"levelStarted","INTEROGATION","27","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","355","6","0.0004","6","1","0.0083","723"
"levelStarted","CUT_TO_SAVE","59","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","353","6","0.0004","6","1","0.0083","723"
"levelStarted","DRAW_TO_SAVE","114","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","206","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","303","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","158","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","141","6","0.0004","6","1","0.0083","723"
"levelStarted","DRAW_TO_SAVE","130","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","268","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","184","6","0.0004","6","1","0.0083","723"
"levelStarted","SEQUENCE_PUZZLE","7","6","0.0004","6","1","0.0083","723"
"levelStarted","SAVE_CIVILIAN","21","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","153","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","145","6","0.0004","6","1","0.0083","723"
"levelStarted","CUT_TO_SAVE","54","6","0.0004","6","1","0.0083","723"
"levelStarted","MEMORIZE_PATH","33","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","150","6","0.0004","6","1","0.0083","723"
"levelStarted","TRICKY","211","6","0.0004","6","1","0.0083","723"
"levelStarted","TETRIS_BRIDGE","5","6","0.0004","6","1","0.0083","723"
"levelStarted","TRICKY","179","6","0.0004","6","1","0.0083","723"
"levelStarted","TETRIS_BRIDGE","18","6","0.0004","6","1","0.0083","723"
"levelStarted","TETRIS_BRIDGE","6","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","279","6","0.0004","6","1","0.0083","723"
"levelStarted","MEMORIZE_PATH","12","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","342","6","0.0004","6","1","0.0083","723"
"levelStarted","MEMORIZE_PATH","15","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","216","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","358","6","0.0004","6","1","0.0083","723"
"levelStarted","DRAW_TO_SAVE","144","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","171","6","0.0004","6","1","0.0083","723"
"levelStarted","MEMORIZE_PATH","35","6","0.0004","6","1","0.0083","723"
"levelStarted","TRICKY","147","6","0.0004","6","1","0.0083","723"
"levelStarted","SAVE_CIVILIAN","11","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","169","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","151","6","0.0004","6","1","0.0083","723"
"levelStarted","SAVE_CIVILIAN","17","6","0.0004","6","1","0.0083","723"
"levelStarted","TRICKY","148","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","283","6","0.0004","6","1","0.0083","723"
"levelStarted","CUT_TO_SAVE","87","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","278","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","148","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","152","6","0.0004","6","1","0.0083","723"
"levelStarted","MEMORIZE_PATH","34","6","0.0004","6","1","0.0083","723"
"levelStarted","DRAW_TO_SAVE","122","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","349","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","348","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","166","6","0.0004","6","1","0.0083","723"
"levelStarted","TETRIS_BRIDGE","16","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","178","6","0.0004","6","1","0.0083","723"
"levelStarted","TRICKY","212","6","0.0004","6","1","0.0083","723"
"levelStarted","INTEROGATION","22","6","0.0004","6","1","0.0083","723"
"levelStarted","INTEROGATION","17","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","352","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","350","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","285","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","185","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","149","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","142","6","0.0004","6","1","0.0083","723"
"levelStarted","MATHS_CATCH_THIEFS","3","6","0.0004","6","1","0.0083","723"
"levelStarted","MEMORIZE_PATH","14","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","147","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","354","6","0.0004","6","1","0.0083","723"
"levelStarted","SAVE_CIVILIAN","25","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","187","6","0.0004","6","1","0.0083","723"
"levelStarted","MR_BULLET","205","6","0.0004","6","1","0.0083","723"
"levelStarted","DRAW_TO_SAVE","113","6","0.0004","6","1","0.0083","723"
"levelStarted","MEMORIZE_PATH","16","6","0.0004","6","1","0.0083","723"
"levelStarted","DRAW_TO_SAVE","110","6","0.0004","6","1","0.0083","723"
"levelStarted","INTEROGATION","16","6","0.0004","6","1","0.0083","723"
"levelStarted","DRAW_TO_SAVE","106","6","0.0004","6","1","0.0083","723"
"levelStarted","CUT_TO_SAVE","30","6","0.0004","6","1","0.0083","723"
"levelStarted","TRICKY","178","6","0.0004","6","1","0.0083","723"
"levelStarted","DRAW_TO_SAVE","131","6","0.0004","6","1","0.0083","723"
"levelStarted","TETRIS_BRIDGE","8","5","0.0003","5","1","0.0069","723"
"levelStarted","FLASHBACK","55","5","0.0003","5","1","0.0069","723"
"levelStarted","TRICKY","202","5","0.0003","5","1","0.0069","723"
"levelStarted","DRAW_TO_SAVE","119","5","0.0003","5","1","0.0069","723"
